category,quantity,storage,prep_hour,temp,humidity,safe_hours
Packaged,10,Fridge,22,34,38,46.32
Packaged,7,Freezer,13,28,80,47.46
Cooked,4,Freezer,9,10,72,11.29
Cooked,3,Room,19,36,36,5.75
Bakery,4,Fridge,6,40,33,26.05
Bakery,6,Fridge,21,15,41,32.37
Packaged,2,Room,10,32,37,31.99
Cooked,4,Freezer,15,21,51,14.76
Cooked,5,Freezer,4,37,68,7.61
Packaged,8,Room,14,12,36,50.67
Packaged,9,Room,1,37,36,23.62
Cooked,6,Room,5,23,75,4.2
Packaged,2,Fridge,4,28,51,61.53
Cooked,8,Room,13,5,45,8.72
Bakery,5,Fridge,16,15,35,30.88
Packaged,6,Fridge,20,20,39,67.65
Packaged,4,Fridge,4,32,56,43.2
Bakery,6,Freezer,0,33,39,33.9
Packaged,2,Freezer,2,26,50,76.88
Cooked,1,Fridge,12,7,72,12.27
Cooked,1,Freezer,20,38,48,8.61
Packaged,9,Freezer,9,25,88,43.49
Bakery,10,Freezer,4,30,58,25.07
Packaged,10,Freezer,20,33,74,36.84
Packaged,4,Fridge,9,10,32,74.06
Bakery,3,Freezer,16,39,48,23.1
Packaged,5,Freezer,16,26,78,64.36
Cooked,9,Room,18,21,45,6.34
Bakery,7,Freezer,16,12,76,26.23
Bakery,9,Fridge,11,12,33,35.9
Cooked,5,Fridge,18,5,59,10.03
Cooked,10,Freezer,18,39,84,5.43
Bakery,5,Fridge,21,13,75,21.73
Packaged,2,Room,10,38,67,17.86
Bakery,2,Fridge,4,32,83,11.45
Cooked,7,Room,4,35,43,3.62
Bakery,9,Freezer,12,40,63,21.56
Bakery,8,Freezer,20,32,58,26.44
Bakery,7,Freezer,5,14,62,27.2
Packaged,3,Fridge,22,37,85,24.73
Packaged,8,Room,15,7,77,30.75
Packaged,2,Fridge,19,31,37,38.88
Packaged,1,Fridge,16,14,37,72.53
Bakery,5,Fridge,15,6,80,18.44
Packaged,1,Fridge,9,23,43,48.38
Packaged,1,Fridge,3,40,52,32.08
Cooked,8,Fridge,18,24,66,6.13
Bakery,8,Fridge,23,13,78,18.35
Packaged,8,Fridge,21,33,39,47.67
Bakery,10,Room,21,31,54,9.44
Bakery,9,Fridge,1,33,77,11.78
Cooked,1,Room,18,24,65,5.19
Packaged,2,Freezer,6,39,66,49.43
Packaged,4,Freezer,15,37,87,28.49
Packaged,3,Freezer,0,22,80,45.19
Packaged,8,Freezer,2,39,68,37.74
Packaged,8,Room,0,26,57,28.78
Cooked,6,Freezer,12,21,35,10.71
Cooked,3,Freezer,9,14,41,12.13
Cooked,5,Room,13,15,33,8.24
Bakery,1,Room,22,8,49,22.76
Bakery,7,Room,10,21,54,19.27
Cooked,4,Room,7,20,61,4.54
Packaged,2,Fridge,8,8,50,72.62
Bakery,8,Room,0,31,70,7.82
Cooked,9,Fridge,18,11,45,10.52
Packaged,5,Room,18,31,58,20.24
Packaged,4,Freezer,4,28,64,74.08
Cooked,7,Freezer,17,33,32,6.62
Bakery,5,Freezer,20,15,30,40.67
Bakery,10,Fridge,8,29,52,26.44
Cooked,9,Freezer,9,7,40,17.87
Packaged,5,Room,2,30,74,16.5
Cooked,9,Freezer,8,32,43,8.58
Bakery,6,Freezer,20,21,78,31.49
Bakery,6,Room,10,18,59,22.68
Bakery,3,Room,20,5,68,18.37
Cooked,3,Freezer,13,40,87,6.49
Bakery,9,Fridge,2,9,64,19.97
Packaged,2,Fridge,11,29,82,36.9
Bakery,1,Room,3,34,53,14.82
Bakery,4,Room,23,6,78,16.5
Packaged,4,Fridge,2,24,81,37.36
Cooked,6,Fridge,1,22,61,8.32
Packaged,4,Freezer,0,17,82,61.18
Cooked,10,Fridge,16,36,40,5.54
Packaged,10,Freezer,21,16,34,100.19
Packaged,3,Room,8,19,86,27.02
Bakery,1,Room,22,39,69,8.84
Packaged,1,Fridge,13,8,84,57.15
Bakery,5,Fridge,3,38,59,17.45
Packaged,4,Room,1,22,88,22.18
Bakery,1,Fridge,12,17,51,24.9
Packaged,4,Room,22,32,34,34.55
Cooked,6,Room,9,9,70,6.39
Cooked,7,Fridge,0,26,83,4.36
Cooked,4,Fridge,10,8,82,6.6
Cooked,10,Room,19,33,78,2.09
Bakery,2,Freezer,2,8,88,26.72
Bakery,2,Freezer,4,8,88,38.24
Cooked,10,Fridge,20,32,34,4.72
Cooked,1,Freezer,9,29,55,9.5
Bakery,10,Room,21,5,59,19.59
Bakery,10,Freezer,3,26,71,32.17
Cooked,9,Fridge,10,17,36,7.9
Packaged,2,Freezer,18,17,87,61.57
Packaged,5,Freezer,11,31,60,46.57
Bakery,4,Room,4,7,33,22.87
Packaged,9,Fridge,20,27,49,50.28
Packaged,3,Room,15,24,68,26.85
Bakery,9,Room,18,14,33,18.98
Packaged,7,Room,11,17,42,40.77
Cooked,6,Room,6,35,74,3.45
Bakery,6,Freezer,18,26,69,26.26
Bakery,2,Room,14,7,61,16.51
Cooked,4,Freezer,22,19,59,15.45
Cooked,6,Fridge,23,29,43,7.65
Cooked,1,Fridge,2,27,31,11.03
Cooked,8,Fridge,6,28,32,12.52
Cooked,5,Room,5,19,86,3.49
Cooked,9,Fridge,7,16,42,6.1
Bakery,1,Room,21,13,54,21.79
Cooked,4,Fridge,9,34,45,5.41
Bakery,3,Freezer,16,32,86,18.82
Cooked,3,Room,6,17,64,4.84
Bakery,10,Fridge,13,20,88,11.91
Packaged,4,Freezer,17,23,80,43.32
Cooked,5,Room,4,37,67,3.91
Cooked,2,Freezer,15,9,40,17.38
Packaged,6,Freezer,15,38,59,45.8
Packaged,9,Fridge,22,35,75,32.21
Bakery,10,Fridge,12,7,43,27.12
Cooked,4,Fridge,12,18,49,9.24
Bakery,3,Freezer,11,21,65,24.67
Cooked,8,Fridge,16,27,44,8.36
Bakery,10,Freezer,10,32,58,23.22
Bakery,8,Fridge,10,22,54,18.74
Bakery,5,Room,20,9,52,26.49
Bakery,9,Freezer,17,10,80,23.06
Cooked,2,Room,2,28,32,7.2
Bakery,6,Room,8,24,77,14.94
Packaged,4,Fridge,22,13,84,43.51
Packaged,5,Freezer,0,24,48,86.15
Bakery,10,Fridge,20,5,60,26.48
Cooked,4,Fridge,7,18,60,6.4
Packaged,8,Freezer,23,34,51,56.75
Bakery,7,Room,22,31,43,10.97
Packaged,6,Room,4,13,49,46.2
Cooked,6,Fridge,10,19,56,8.95
Bakery,9,Freezer,9,25,67,21.6
Cooked,3,Room,10,30,54,3.22
Bakery,9,Room,12,17,60,11.83
Packaged,5,Fridge,2,15,36,76.83
Cooked,10,Room,15,6,41,5.5
Bakery,4,Fridge,7,23,72,20.52
Bakery,6,Room,16,5,40,20.41
Bakery,3,Fridge,3,13,64,22.86
Packaged,7,Room,6,13,85,22.13
Bakery,8,Freezer,5,24,67,24.2
Packaged,8,Freezer,8,17,30,119.87
Bakery,7,Room,19,20,63,11.91
Packaged,8,Fridge,14,7,77,44.72
Packaged,6,Fridge,22,24,55,53.5
Cooked,4,Fridge,5,32,59,5.47
Packaged,10,Room,3,30,74,21.03
Cooked,5,Room,20,39,48,4.32
Cooked,4,Freezer,15,31,78,7.19
Bakery,2,Room,16,25,56,17.08
Bakery,9,Room,1,34,31,10.6
Packaged,8,Freezer,12,26,77,55.74
Cooked,1,Fridge,0,21,37,12.12
Cooked,8,Fridge,15,34,34,4.8
Packaged,8,Room,4,35,82,13.69
Cooked,1,Room,19,11,41,5.86
Packaged,7,Freezer,5,9,72,88.15
Packaged,3,Fridge,14,27,41,47.63
Cooked,9,Freezer,6,33,74,4.47
Packaged,2,Freezer,12,24,58,65.7
Cooked,7,Room,6,20,53,6.83
Cooked,1,Room,13,6,30,8.53
Cooked,2,Freezer,7,11,81,11.71
Packaged,3,Room,1,31,62,16.91
Bakery,9,Fridge,20,17,69,18.69
Packaged,7,Fridge,3,19,43,48.77
Bakery,1,Room,12,25,30,20.23
Bakery,2,Room,21,22,71,14.74
Cooked,4,Room,13,24,79,4.81
Cooked,9,Freezer,18,15,46,17.15
Packaged,7,Fridge,21,13,51,50.38
Packaged,8,Fridge,2,26,31,61.98
Packaged,7,Fridge,16,19,62,47.94
Cooked,1,Room,19,12,49,5.6
Bakery,10,Room,2,8,38,23.4
Bakery,3,Room,12,18,71,12.57
Packaged,8,Freezer,23,26,38,79.39
Packaged,9,Room,13,23,78,21.01
Packaged,6,Fridge,7,18,64,38.69
Packaged,4,Room,19,29,63,26.19
Bakery,1,Freezer,2,36,34,39.37
Cooked,3,Freezer,6,13,35,13.61
Packaged,4,Room,16,10,57,44.19
Bakery,4,Room,7,32,41,12.4
Bakery,10,Fridge,14,17,47,30.64
Bakery,6,Room,12,29,40,16.17
Bakery,10,Freezer,23,32,78,15.97
Bakery,7,Room,13,10,78,17.5
Bakery,9,Freezer,4,40,76,16.42
Bakery,5,Fridge,14,23,54,25.66
Bakery,6,Room,4,35,42,9.71
Cooked,1,Room,16,28,61,4.43
Bakery,6,Fridge,12,36,49,18.28
Packaged,7,Room,1,12,54,45.27
Cooked,7,Room,8,27,62,4.89
Packaged,6,Freezer,22,8,71,77.36
Bakery,4,Freezer,7,35,32,37.13
Bakery,1,Freezer,22,14,46,46.96
Packaged,5,Room,7,15,30,40.53
Cooked,7,Freezer,12,10,63,13.84
Bakery,7,Room,8,24,62,15.57
Packaged,10,Fridge,9,31,78,30.81
Packaged,2,Room,20,27,82,20.26
Packaged,7,Room,22,24,30,48.12
Bakery,2,Room,2,31,63,9.42
Bakery,7,Freezer,5,16,53,35.08
Cooked,8,Room,5,37,90,1.78
Packaged,3,Room,6,8,77,33.77
Cooked,7,Fridge,14,11,85,6.57
Cooked,2,Fridge,12,12,47,7.12
Cooked,4,Freezer,15,36,73,8.16
Cooked,5,Room,0,7,36,7.26
Cooked,10,Fridge,16,22,89,4.93
Bakery,7,Freezer,10,28,73,33.27
Bakery,6,Room,21,30,54,12.03
Bakery,2,Fridge,0,34,85,12.97
Packaged,1,Room,19,12,85,27.95
Packaged,6,Room,14,35,62,18.45
Cooked,6,Room,0,28,85,2.47
Packaged,8,Fridge,7,36,55,37.97
Cooked,7,Fridge,15,11,76,6.84
Packaged,3,Room,16,37,32,25.6
Cooked,9,Fridge,14,15,87,5.61
Cooked,9,Fridge,7,20,43,6.07
Packaged,2,Freezer,3,32,75,36.38
Bakery,5,Fridge,7,21,72,19.77
Packaged,3,Room,17,36,35,33.64
Bakery,10,Room,19,9,71,15.37
Packaged,7,Freezer,20,40,84,32.75
Cooked,5,Room,3,23,35,4.93
Bakery,10,Freezer,6,12,66,29.15
Bakery,10,Fridge,23,5,49,24.95
Packaged,7,Room,13,25,79,25.4
Packaged,9,Room,21,19,36,42.89
Packaged,6,Fridge,4,23,83,29.53
Packaged,3,Fridge,19,23,39,70.83
Packaged,10,Room,10,24,62,30.5
Cooked,10,Fridge,15,18,61,6.06
Bakery,6,Room,4,18,84,13.51
Cooked,1,Freezer,5,36,76,6.76
Packaged,1,Room,17,30,51,25.05
Bakery,7,Fridge,12,9,63,28.73
Bakery,4,Freezer,22,40,55,21.39
Bakery,1,Freezer,22,24,59,41.69
Packaged,8,Room,22,35,48,26.77
Cooked,4,Room,23,5,53,8.76
Packaged,3,Room,12,32,73,22.8
Cooked,6,Room,15,16,90,2.86
Packaged,6,Freezer,18,32,39,66.27
Bakery,1,Room,3,20,55,17.64
Packaged,3,Freezer,20,29,79,67.87
Packaged,2,Freezer,14,29,47,84.26
Bakery,1,Fridge,3,12,35,30.54
Packaged,9,Freezer,7,6,67,79.32
Packaged,5,Fridge,22,11,80,40.34
Bakery,7,Fridge,9,13,36,30.76
Packaged,3,Freezer,12,6,55,108.75
Packaged,8,Freezer,2,38,83,34.15
Packaged,2,Freezer,6,12,41,105.35
Packaged,1,Room,17,33,81,15.56
Cooked,10,Room,6,15,35,7.33
Cooked,2,Room,16,24,53,7.63
Cooked,1,Fridge,7,24,32,13.8
Packaged,9,Fridge,14,13,66,44.59
Bakery,6,Freezer,19,39,62,17.58
Cooked,1,Freezer,7,7,42,13.36
Cooked,10,Room,17,18,67,4.25
Cooked,10,Freezer,13,9,65,10.14
Bakery,3,Freezer,12,34,35,38.05
Packaged,3,Fridge,17,18,34,77.97
Bakery,4,Freezer,22,28,66,31.86
Packaged,3,Freezer,13,14,50,108.45
Bakery,1,Fridge,19,20,34,28.65
Packaged,9,Room,13,9,51,46.25
Bakery,5,Fridge,4,19,47,22.46
Bakery,7,Room,3,12,41,18.74
Bakery,8,Freezer,3,38,52,26.57
Bakery,5,Freezer,19,11,87,21.88
Bakery,3,Fridge,11,39,65,15.05
Bakery,10,Fridge,4,21,30,29.82
Packaged,3,Room,4,29,66,31.35
Cooked,6,Freezer,22,20,73,10.31
Packaged,3,Fridge,14,27,81,34.48
Bakery,7,Fridge,16,19,49,29.46
Cooked,7,Fridge,10,10,70,5.33
Packaged,2,Room,5,8,35,64.66
Packaged,1,Fridge,13,37,89,27.54
Bakery,9,Fridge,21,39,74,10.9
Cooked,4,Freezer,23,5,75,12.73
Packaged,6,Freezer,7,38,73,43.88
Packaged,3,Fridge,21,38,87,21.75
Cooked,3,Fridge,16,27,90,3.91
Bakery,3,Fridge,11,12,51,35.11
Cooked,2,Freezer,9,24,60,8.83
Cooked,10,Room,12,18,89,3.32
Packaged,1,Freezer,14,36,33,64.32
Packaged,6,Fridge,9,27,36,49.27
Packaged,7,Room,11,5,36,52.87
Cooked,9,Room,16,14,56,4.47
Bakery,3,Room,21,21,44,16.97
Bakery,6,Fridge,13,16,64,25.73
Cooked,8,Fridge,5,13,52,10.61
Cooked,4,Fridge,3,17,48,6.75
Bakery,6,Fridge,1,15,72,19.58
Bakery,5,Freezer,3,31,61,20.97
Packaged,3,Freezer,10,30,62,48.11
Packaged,3,Fridge,3,11,80,32.46
Cooked,9,Fridge,0,20,33,10.45
Bakery,10,Fridge,23,5,57,30.71
Bakery,2,Fridge,13,20,69,17.72
Packaged,4,Room,8,12,85,23.86
Packaged,7,Room,6,35,75,20.92
Cooked,9,Freezer,19,16,42,17.44
Packaged,3,Freezer,7,12,38,104.43
Bakery,3,Room,13,6,69,16.09
Cooked,7,Fridge,16,24,74,7.02
Cooked,6,Room,13,35,33,4.62
Packaged,5,Room,3,22,53,31.64
Bakery,7,Freezer,7,25,87,18.4
Cooked,1,Room,21,25,43,5.06
Bakery,2,Freezer,13,16,46,52.98
Bakery,5,Fridge,3,11,72,18.01
Packaged,6,Room,11,28,77,30.34
Packaged,6,Freezer,7,22,43,77.61
Cooked,3,Room,20,12,32,8.36
Packaged,4,Room,22,33,89,13.46
Packaged,6,Freezer,9,35,78,37.03
Packaged,1,Room,4,17,56,43.34
Bakery,6,Freezer,11,33,70,22.13
Bakery,8,Room,13,38,89,8.66
Cooked,10,Room,8,13,48,4.09
Packaged,4,Room,23,30,61,21.2
Packaged,3,Room,14,37,54,25.7
Bakery,10,Fridge,8,18,41,20.57
Packaged,10,Room,22,5,86,32.77
Packaged,9,Fridge,22,38,46,31.38
Cooked,5,Fridge,17,12,40,7.81
Packaged,5,Room,1,14,90,29.91
Cooked,1,Fridge,20,20,82,4.65
Cooked,6,Room,20,28,50,3.94
Packaged,5,Freezer,23,13,56,101.74
Bakery,1,Fridge,20,5,82,21.84
Packaged,3,Fridge,8,6,64,61.67
Packaged,7,Room,20,21,85,22.92
Packaged,4,Freezer,14,19,50,80.93
Packaged,7,Freezer,4,33,44,56.44
Bakery,3,Fridge,15,10,61,20.36
Cooked,4,Room,18,36,90,2.96
Packaged,1,Fridge,9,15,86,36.08
Bakery,10,Freezer,6,9,39,44.16
Cooked,7,Fridge,3,38,38,7.79
Cooked,2,Freezer,12,29,31,11.37
Cooked,1,Freezer,4,20,79,7.51
Cooked,10,Freezer,0,5,80,7.26
Packaged,2,Fridge,6,13,60,55.41
Bakery,5,Room,10,35,39,12.39
Packaged,5,Freezer,20,39,37,51.83
Cooked,9,Room,9,11,62,6.0
Bakery,1,Room,7,6,44,23.16
Cooked,5,Fridge,7,29,73,8.37
Cooked,3,Fridge,3,19,36,15.47
Bakery,2,Fridge,19,26,37,29.48
Cooked,10,Room,4,16,57,5.98
Packaged,7,Room,4,24,69,30.26
Bakery,5,Room,15,28,89,9.69
Packaged,1,Room,4,14,50,36.49
Bakery,8,Freezer,2,12,66,31.03
Packaged,3,Fridge,2,25,38,56.26
Bakery,6,Fridge,15,32,60,14.94
Bakery,6,Freezer,4,20,54,34.73
Bakery,9,Freezer,15,39,64,21.92
Bakery,10,Room,22,31,63,8.86
Packaged,4,Freezer,22,10,45,84.25
Cooked,6,Room,17,35,38,5.87
Cooked,6,Fridge,4,23,59,6.25
Packaged,4,Fridge,6,19,33,80.18
Cooked,3,Freezer,12,6,74,17.83
Bakery,2,Room,21,9,60,21.68
Cooked,3,Room,11,14,35,6.56
Cooked,7,Freezer,4,16,60,12.63
Packaged,5,Freezer,15,31,76,39.95
Packaged,1,Freezer,9,12,39,92.41
Packaged,10,Room,5,37,40,17.95
Bakery,8,Freezer,17,21,88,23.38
Bakery,4,Freezer,13,15,47,51.81
Packaged,3,Fridge,23,18,55,64.72
Cooked,3,Fridge,23,40,68,5.91
Packaged,8,Fridge,10,30,82,21.45
Cooked,7,Fridge,6,22,36,7.12
Bakery,6,Freezer,0,20,48,30.63
Cooked,4,Room,19,5,78,7.75
Cooked,4,Freezer,20,7,45,14.17
Packaged,1,Freezer,18,35,32,55.92
Cooked,1,Fridge,11,23,55,8.87
Bakery,6,Fridge,4,11,51,27.09
Packaged,2,Freezer,16,14,31,114.29
Bakery,10,Fridge,1,23,40,19.4
Bakery,2,Room,22,19,86,11.4
Packaged,3,Freezer,22,15,62,72.96
Packaged,9,Freezer,10,33,80,27.68
Bakery,10,Fridge,13,7,87,22.04
Packaged,4,Fridge,6,9,39,87.95
Bakery,1,Room,4,24,65,16.5
Cooked,2,Fridge,14,25,40,11.26
Cooked,5,Room,18,28,52,4.03
Cooked,8,Freezer,8,35,46,9.56
Bakery,3,Freezer,3,36,32,29.84
Bakery,7,Fridge,19,13,58,26.14
Packaged,6,Fridge,2,31,62,28.09
Packaged,10,Room,20,8,77,38.43
Packaged,1,Freezer,4,11,48,88.81
Packaged,2,Fridge,7,29,85,34.93
Cooked,8,Fridge,14,39,87,4.37
Cooked,3,Room,23,11,88,5.6
Bakery,4,Fridge,12,26,34,27.98
Packaged,4,Fridge,22,35,37,40.48
Cooked,3,Freezer,15,14,70,9.38
Packaged,10,Room,12,8,89,31.42
Bakery,4,Fridge,1,18,85,14.95
Packaged,5,Fridge,8,16,35,61.51
Bakery,2,Fridge,9,33,85,11.49
Cooked,5,Freezer,5,8,35,24.99
Bakery,5,Fridge,5,17,52,34.36
Bakery,9,Fridge,22,15,74,20.88
Packaged,7,Freezer,0,40,80,38.89
Cooked,10,Room,19,14,50,6.51
Packaged,6,Freezer,0,14,87,55.19
Cooked,6,Fridge,3,31,46,5.81
Cooked,3,Fridge,20,33,70,6.32
Cooked,4,Room,23,17,56,7.34
Cooked,7,Freezer,6,27,43,15.38
Packaged,1,Freezer,11,28,31,89.79
Bakery,2,Freezer,22,36,71,26.28
Bakery,6,Fridge,11,39,57,17.38
Bakery,3,Room,14,32,53,10.31
Packaged,9,Room,13,29,48,36.92
Packaged,7,Freezer,20,23,74,61.91
Cooked,2,Room,2,6,69,8.1
Cooked,10,Fridge,17,11,70,6.78
Packaged,5,Room,13,18,44,44.31
Packaged,2,Fridge,6,35,90,21.1
Bakery,7,Fridge,0,28,80,13.78
Bakery,5,Fridge,9,31,73,12.38
Bakery,1,Room,0,14,80,12.51
Packaged,10,Freezer,10,26,40,83.0
Bakery,9,Room,12,17,69,15.24
Cooked,7,Freezer,4,29,76,7.4
Bakery,3,Freezer,13,19,36,57.06
Cooked,2,Freezer,20,30,83,6.84
Bakery,3,Freezer,10,18,35,42.75
Bakery,10,Room,4,6,69,18.05
Cooked,7,Freezer,0,13,59,14.8
Bakery,4,Room,20,19,49,16.81
Cooked,7,Freezer,8,8,47,11.51
Cooked,1,Freezer,20,11,37,17.45
Packaged,2,Room,4,23,46,42.12
Cooked,8,Room,11,18,55,4.46
Cooked,2,Fridge,15,9,43,13.26
Bakery,8,Fridge,5,16,49,21.38
Cooked,10,Freezer,20,7,37,23.94
Bakery,10,Fridge,19,39,30,16.35
Packaged,2,Fridge,6,6,64,47.69
Packaged,4,Room,11,12,87,23.37
Bakery,4,Room,2,13,47,17.5
Cooked,6,Room,22,40,71,2.64
Packaged,7,Fridge,16,30,89,20.09
Cooked,5,Room,12,11,67,6.1
Packaged,3,Fridge,6,36,57,43.36
Bakery,5,Freezer,10,11,68,31.95
Cooked,6,Freezer,11,9,58,12.62
Cooked,5,Freezer,18,31,48,9.14
Packaged,6,Freezer,12,6,37,106.05
Bakery,3,Fridge,11,20,34,27.03
Bakery,3,Fridge,10,12,30,32.71
Cooked,6,Freezer,6,34,66,8.05
Cooked,2,Freezer,12,23,68,8.28
Cooked,9,Room,8,9,66,7.07
Bakery,7,Freezer,10,25,42,30.67
Bakery,1,Fridge,8,31,37,18.61
Cooked,6,Freezer,18,29,45,12.62
Bakery,10,Room,0,34,48,8.95
Bakery,9,Room,16,7,51,22.37
Cooked,2,Fridge,13,24,47,7.67
Bakery,2,Fridge,17,25,61,22.0
Bakery,8,Fridge,15,12,83,16.77
Packaged,1,Room,7,8,82,26.06
Cooked,7,Fridge,7,15,35,8.83
Bakery,1,Freezer,22,8,46,61.63
Cooked,1,Room,9,9,46,7.07
Packaged,5,Fridge,22,15,89,33.26
Bakery,3,Room,10,14,78,16.41
Bakery,8,Freezer,21,12,63,32.45
Packaged,8,Fridge,8,25,79,43.26
Cooked,5,Room,9,10,52,6.63
Cooked,4,Freezer,22,9,34,26.42
Cooked,1,Room,21,18,59,8.24
Cooked,2,Fridge,10,18,82,6.92
Packaged,6,Freezer,9,34,71,36.22
Packaged,3,Room,7,28,54,42.62
Packaged,4,Freezer,12,17,34,97.51
Cooked,5,Freezer,18,11,39,16.41
Cooked,2,Freezer,7,6,87,10.94
Bakery,8,Room,21,38,58,10.36
Cooked,2,Freezer,11,32,43,6.88
Packaged,9,Fridge,10,8,58,59.71
Cooked,7,Room,23,32,42,3.24
Bakery,10,Room,8,38,68,8.54
Bakery,1,Room,20,20,37,18.62
Cooked,10,Room,8,20,34,6.25
Bakery,10,Room,22,30,55,10.2
Cooked,5,Freezer,15,18,40,16.72
Bakery,5,Freezer,22,23,76,22.83
Cooked,10,Freezer,15,24,84,9.27
Cooked,6,Room,21,9,40,5.83
Bakery,1,Room,21,35,57,11.5
Cooked,2,Fridge,5,5,68,8.5
Bakery,1,Freezer,15,20,60,25.79
Cooked,5,Freezer,7,38,62,5.32
Cooked,2,Room,9,26,58,5.78
Bakery,5,Freezer,21,36,46,24.09
Cooked,5,Fridge,22,26,87,5.48
Packaged,8,Freezer,3,22,73,58.53
Packaged,3,Room,13,19,72,39.46
Bakery,1,Fridge,7,32,53,16.19
Cooked,7,Room,20,11,47,7.73
Packaged,8,Freezer,16,16,46,97.19
Bakery,7,Fridge,18,31,90,13.41
Bakery,1,Room,18,38,74,9.24
Packaged,7,Room,14,27,48,28.33
Cooked,3,Fridge,14,14,63,10.37
Packaged,3,Freezer,9,36,48,45.55
Bakery,8,Room,1,18,48,20.85
Cooked,8,Room,9,5,57,6.43
Cooked,5,Room,4,27,86,3.09
Packaged,9,Freezer,4,10,75,59.63
Packaged,7,Room,18,10,48,34.26
Bakery,4,Fridge,21,29,57,24.24
Cooked,5,Fridge,19,24,41,8.68
Packaged,10,Fridge,4,17,46,46.97
Packaged,5,Room,9,10,49,40.95
Packaged,9,Fridge,5,29,80,36.38
Bakery,3,Room,16,33,74,8.83
Packaged,6,Freezer,14,27,57,74.07
Bakery,1,Fridge,17,6,79,27.71
Cooked,5,Freezer,7,37,53,6.42
Packaged,5,Freezer,1,30,38,61.61
Cooked,9,Fridge,14,8,35,8.87
Packaged,6,Room,19,11,82,23.37
Bakery,6,Freezer,1,12,77,34.4
Packaged,1,Freezer,22,18,63,64.12
Packaged,3,Fridge,7,14,49,64.95
Packaged,8,Room,19,17,37,37.66
Cooked,2,Freezer,16,11,45,11.82
Bakery,9,Room,14,30,33,15.56
Bakery,8,Fridge,5,20,83,17.83
Bakery,8,Freezer,21,12,57,33.77
Cooked,3,Room,23,20,40,5.77
Packaged,4,Freezer,15,35,48,49.71
Cooked,8,Freezer,11,22,55,10.73
Cooked,7,Fridge,13,14,31,9.51
Cooked,7,Freezer,0,24,32,15.55
Packaged,8,Freezer,1,27,38,86.0
Packaged,5,Fridge,0,15,52,59.85
Packaged,6,Room,22,38,54,24.01
Cooked,3,Freezer,11,26,59,14.41
Cooked,5,Fridge,12,9,88,8.96
Bakery,8,Fridge,19,16,66,23.88
Packaged,9,Freezer,8,13,74,61.03
Packaged,10,Fridge,19,30,34,32.85
Packaged,4,Room,3,11,61,38.06
Bakery,4,Fridge,23,20,36,35.87
Cooked,7,Freezer,13,9,33,20.57
Cooked,2,Room,14,28,68,5.06
Cooked,6,Room,3,33,54,2.89
Packaged,9,Freezer,6,17,46,81.77
Packaged,4,Fridge,6,15,57,68.44
Cooked,10,Room,0,11,43,4.04
Cooked,6,Room,13,39,85,1.78
Cooked,9,Freezer,15,17,83,6.87
Bakery,6,Freezer,11,40,84,13.76
Cooked,7,Fridge,20,29,85,3.74
Cooked,9,Room,9,11,37,7.16
Cooked,9,Freezer,10,6,44,18.72
Bakery,7,Fridge,22,27,34,33.8
Cooked,2,Fridge,17,20,84,5.74
Packaged,5,Freezer,12,8,64,88.93
Cooked,8,Freezer,8,6,32,16.79
Bakery,6,Room,1,13,43,19.23
Packaged,1,Fridge,7,36,34,52.23
Packaged,1,Freezer,11,9,90,68.92
Packaged,2,Freezer,17,35,90,31.01
Packaged,2,Room,1,36,62,18.13
Bakery,8,Fridge,9,19,31,39.07
Cooked,9,Room,19,29,73,4.66
Cooked,8,Freezer,1,29,79,8.53
Cooked,7,Fridge,17,13,37,10.66
Packaged,6,Fridge,6,26,57,59.75
Cooked,2,Room,18,5,44,7.4
Packaged,1,Freezer,0,20,82,43.46
Cooked,8,Room,5,23,32,5.55
Packaged,4,Freezer,9,13,68,68.43
Packaged,2,Room,2,21,90,24.06
Bakery,6,Freezer,7,33,75,18.41
Bakery,5,Freezer,20,20,63,34.42
Bakery,9,Freezer,16,11,33,44.05
Bakery,10,Freezer,15,22,35,35.07
Cooked,4,Freezer,9,40,43,6.5
Packaged,1,Room,7,33,71,22.87
Cooked,8,Room,1,22,47,5.59
Bakery,1,Room,8,29,61,11.15
Bakery,8,Fridge,1,19,43,25.86
Packaged,9,Fridge,1,24,32,59.36
Bakery,10,Room,10,21,81,11.06
Cooked,6,Room,23,32,85,2.36
Packaged,1,Freezer,3,40,54,67.18
Packaged,9,Fridge,14,32,66,29.64
Packaged,3,Fridge,12,34,77,36.01
Cooked,1,Room,8,22,35,9.45
Packaged,6,Fridge,18,30,32,44.98
Bakery,5,Fridge,20,5,37,36.99
Packaged,5,Fridge,5,33,59,29.39
Cooked,1,Fridge,11,35,70,6.1
Cooked,1,Fridge,18,10,47,12.89
Packaged,2,Fridge,14,16,46,69.42
Bakery,8,Fridge,4,19,70,18.7
Packaged,1,Freezer,7,12,71,60.96
Packaged,8,Freezer,18,25,32,88.98
Cooked,5,Room,8,6,73,7.37
Bakery,1,Freezer,19,20,52,32.23
Packaged,2,Fridge,16,9,45,64.94
Packaged,7,Fridge,2,32,86,20.92
Cooked,10,Fridge,11,26,56,9.68
Bakery,5,Fridge,19,6,40,31.74
Bakery,10,Room,0,11,68,12.27
Bakery,9,Freezer,18,27,90,19.44
Packaged,3,Room,12,10,34,58.49
Cooked,9,Freezer,18,40,76,6.04
